Segment,Country, Product , Discount Band , Units Sold , Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales , COGS , Profit ,Date,Month Number, Month Name ,Year
Channel Partners,Germany, Paseo , High ,"$1,013.00 ",$10.00 ,$12.00 ,"$12,156.00 ",1580.28,"$10,575.72 ","$3,039.00 ",7536.72,12/1/2014,12, December ,2014
Midmarket,France, Velo , High ,"$3,997.50 ",$120.00 ,$15.00 ,"$59,962.50 ",7795.13,"$52,167.38 ","$39,975.00 ",12192.38,1/1/2014,1, January ,2014
Government,Canada, Velo , High ,"$2,632.00 ",$120.00 ,$350.00 ,"$921,200.00 ",119756,"$801,444.00 ","$684,320.00 ",117124,6/1/2014,6, June ,2014
Government,France, Velo , High ,"$1,190.00 ",$120.00 ,$7.00 ,"$8,330.00 ",1082.9,"$7,247.10 ","$5,950.00 ",1297.1,6/1/2014,6, June ,2014
Channel Partners,Mexico, Velo , High ,$604.00 ,$120.00 ,$12.00 ,"$7,248.00 ",942.24,"$6,305.76 ","$1,812.00 ",4493.76,6/1/2014,6, June ,2014
Midmarket,Germany, Velo , High ,$660.00 ,$120.00 ,$15.00 ,"$9,900.00 ",1287,"$8,613.00 ","$6,600.00 ",2013,9/1/2013,9, September ,2013
Channel Partners,Mexico, Velo , High ,$410.00 ,$120.00 ,$12.00 ,"$4,920.00 ",639.6,"$4,280.40 ","$1,230.00 ",3050.4,10/1/2014,10, October ,2014
Small Business,Mexico, Velo , High ,"$2,605.00 ",$120.00 ,$300.00 ,"$781,500.00 ",101595,"$679,905.00 ","$651,250.00 ",28655,11/1/2013,11, November ,2013
Channel Partners,Germany, Velo , High ,"$1,013.00 ",$120.00 ,$12.00 ,"$12,156.00 ",1580.28,"$10,575.72 ","$3,039.00 ",7536.72,12/1/2014,12, December ,2014
Enterprise,Canada, VTT , High ,"$1,583.00 ",$250.00 ,$125.00 ,"$197,875.00 ",25723.75,"$172,151.25 ","$189,960.00 ",-17808.75,6/1/2014,6, June ,2014
Midmarket,Canada, VTT , High ,"$1,565.00 ",$250.00 ,$15.00 ,"$23,475.00 ",3051.75,"$20,423.25 ","$15,650.00 ",4773.25,10/1/2014,10, October ,2014
Enterprise,Canada, Amarilla , High ,"$1,659.00 ",$260.00 ,$125.00 ,"$207,375.00 ",26958.75,"$180,416.25 ","$199,080.00 ",-18663.75,1/1/2014,1, January ,2014
Government,France, Amarilla , High ,"$1,190.00 ",$260.00 ,$7.00 ,"$8,330.00 ",1082.9,"$7,247.10 ","$5,950.00 ",1297.1,6/1/2014,6, June ,2014
Channel Partners,Mexico, Amarilla , High ,$410.00 ,$260.00 ,$12.00 ,"$4,920.00 ",639.6,"$4,280.40 ","$1,230.00 ",3050.4,10/1/2014,10, October ,2014
Channel Partners,Germany, Amarilla , High ,"$1,770.00 ",$260.00 ,$12.00 ,"$21,240.00 ",2761.2,"$18,478.80 ","$5,310.00 ",13168.8,12/1/2013,12, December ,2013
Government,Mexico, Carretera , High ,"$2,579.00 ",$3.00 ,$20.00 ,"$51,580.00 ",7221.2,"$44,358.80 ","$25,790.00 ",18568.8,4/1/2014,4, April ,2014
Government,United States of America, Carretera , High ,"$1,743.00 ",$3.00 ,$20.00 ,"$34,860.00 ",4880.4,"$29,979.60 ","$17,430.00 ",12549.6,5/1/2014,5, May ,2014
Government,United States of America, Carretera , High ,"$2,996.00 ",$3.00 ,$7.00 ,"$20,972.00 ",2936.08,"$18,035.92 ","$14,980.00 ",3055.92,10/1/2013,10, October ,2013
Government,Germany, Carretera , High ,$280.00 ,$3.00 ,$7.00 ,"$1,960.00 ",274.4,"$1,685.60 ","$1,400.00 ",285.6,12/1/2014,12, December ,2014
Government,France, Montana , High ,$293.00 ,$5.00 ,$7.00 ,"$2,051.00 ",287.14,"$1,763.86 ","$1,465.00 ",298.86,2/1/2014,2, February ,2014
Government,United States of America, Montana , High ,"$2,996.00 ",$5.00 ,$7.00 ,"$20,972.00 ",2936.08,"$18,035.92 ","$14,980.00 ",3055.92,10/1/2013,10, October ,2013
Midmarket,Germany, Paseo , High ,$278.00 ,$10.00 ,$15.00 ,"$4,170.00 ",583.8,"$3,586.20 ","$2,780.00 ",806.2,2/1/2014,2, February ,2014
Government,Canada, Paseo , High ,"$2,428.00 ",$10.00 ,$20.00 ,"$48,560.00 ",6798.4,"$41,761.60 ","$24,280.00 ",17481.6,3/1/2014,3, March ,2014
Midmarket,United States of America, Paseo , High ,"$1,767.00 ",$10.00 ,$15.00 ,"$26,505.00 ",3710.7,"$22,794.30 ","$17,670.00 ",5124.3,9/1/2014,9, September ,2014
Channel Partners,France, Paseo , High ,"$1,393.00 ",$10.00 ,$12.00 ,"$16,716.00 ",2340.24,"$14,375.76 ","$4,179.00 ",10196.76,10/1/2014,10, October ,2014
Government,Germany, VTT , High ,$280.00 ,$250.00 ,$7.00 ,"$1,960.00 ",274.4,"$1,685.60 ","$1,400.00 ",285.6,12/1/2014,12, December ,2014
Channel Partners,France, Amarilla , High ,"$1,393.00 ",$260.00 ,$12.00 ,"$16,716.00 ",2340.24,"$14,375.76 ","$4,179.00 ",10196.76,10/1/2014,10, October ,2014
Channel Partners,United States of America, Amarilla , High ,"$2,015.00 ",$260.00 ,$12.00 ,"$24,180.00 ",3385.2,"$20,794.80 ","$6,045.00 ",14749.8,12/1/2013,12, December ,2013
Small Business,Mexico, Carretera , High ,$801.00 ,$3.00 ,$300.00 ,"$240,300.00 ",33642,"$206,658.00 ","$200,250.00 ",6408,7/1/2014,7, July ,2014
Enterprise,France, Carretera , High ,"$1,023.00 ",$3.00 ,$125.00 ,"$127,875.00 ",17902.5,"$109,972.50 ","$122,760.00 ",-12787.5,9/1/2013,9, September ,2013
Small Business,Canada, Carretera , High ,"$1,496.00 ",$3.00 ,$300.00 ,"$448,800.00 ",62832,"$385,968.00 ","$374,000.00 ",11968,10/1/2014,10, October ,2014
Small Business,United States of America, Carretera , High ,"$1,010.00 ",$3.00 ,$300.00 ,"$303,000.00 ",42420,"$260,580.00 ","$252,500.00 ",8080,10/1/2014,10, October ,2014
Midmarket,Germany, Carretera , High ,"$1,513.00 ",$3.00 ,$15.00 ,"$22,695.00 ",3177.3,"$19,517.70 ","$15,130.00 ",4387.7,11/1/2014,11, November ,2014
Midmarket,Canada, Carretera , High ,"$2,300.00 ",$3.00 ,$15.00 ,"$34,500.00 ",4830,"$29,670.00 ","$23,000.00 ",6670,12/1/2014,12, December ,2014
Enterprise,Mexico, Carretera , High ,"$2,821.00 ",$3.00 ,$125.00 ,"$352,625.00 ",49367.5,"$303,257.50 ","$338,520.00 ",-35262.5,12/1/2013,12, December ,2013
Government,Canada, Montana , High ,"$2,227.50 ",$5.00 ,$350.00 ,"$779,625.00 ",109147.5,"$670,477.50 ","$579,150.00 ",91327.5,1/1/2014,1, January ,2014
Government,Germany, Montana , High ,"$1,199.00 ",$5.00 ,$350.00 ,"$419,650.00 ",58751,"$360,899.00 ","$311,740.00 ",49159,4/1/2014,4, April ,2014
Government,Canada, Montana , High ,$200.00 ,$5.00 ,$350.00 ,"$70,000.00 ",9800,"$60,200.00 ","$52,000.00 ",8200,5/1/2014,5, May ,2014
Government,Canada, Montana , High ,$388.00 ,$5.00 ,$7.00 ,"$2,716.00 ",380.24,"$2,335.76 ","$1,940.00 ",395.76,9/1/2014,9, September ,2014
Government,Mexico, Montana , High ,"$1,727.00 ",$5.00 ,$7.00 ,"$12,089.00 ",1692.46,"$10,396.54 ","$8,635.00 ",1761.54,10/1/2013,10, October ,2013
Midmarket,Canada, Montana , High ,"$2,300.00 ",$5.00 ,$15.00 ,"$34,500.00 ",4830,"$29,670.00 ","$23,000.00 ",6670,12/1/2014,12, December ,2014
Government,Mexico, Paseo , High ,$260.00 ,$10.00 ,$20.00 ,"$5,200.00 ",728,"$4,472.00 ","$2,600.00 ",1872,2/1/2014,2, February ,2014
Midmarket,Canada, Paseo , High ,"$2,470.00 ",$10.00 ,$15.00 ,"$37,050.00 ",5187,"$31,863.00 ","$24,700.00 ",7163,9/1/2013,9, September ,2013
Midmarket,Canada, Paseo , High ,"$1,743.00 ",$10.00 ,$15.00 ,"$26,145.00 ",3660.3,"$22,484.70 ","$17,430.00 ",5054.7,10/1/2013,10, October ,2013
Channel Partners,United States of America, Paseo , High ,"$2,914.00 ",$10.00 ,$12.00 ,"$34,968.00 ",4895.52,"$30,072.48 ","$8,742.00 ",21330.48,10/1/2014,10, October ,2014
Government,France, Paseo , High ,"$1,731.00 ",$10.00 ,$7.00 ,"$12,117.00 ",1696.38,"$10,420.62 ","$8,655.00 ",1765.62,10/1/2014,10, October ,2014
Government,Canada, Paseo , High ,$700.00 ,$10.00 ,$350.00 ,"$245,000.00 ",34300,"$210,700.00 ","$182,000.00 ",28700,11/1/2014,11, November ,2014
Channel Partners,Canada, Paseo , High ,"$2,222.00 ",$10.00 ,$12.00 ,"$26,664.00 ",3732.96,"$22,931.04 ","$6,666.00 ",16265.04,11/1/2013,11, November ,2013
Government,United States of America, Paseo , High ,"$1,177.00 ",$10.00 ,$350.00 ,"$411,950.00 ",57673,"$354,277.00 ","$306,020.00 ",48257,11/1/2014,11, November ,2014
Government,France, Paseo , High ,"$1,922.00 ",$10.00 ,$350.00 ,"$672,700.00 ",94178,"$578,522.00 ","$499,720.00 ",78802,11/1/2013,11, November ,2013
Enterprise,Mexico, Velo , High ,"$1,575.00 ",$120.00 ,$125.00 ,"$196,875.00 ",27562.5,"$169,312.50 ","$189,000.00 ",-19687.5,2/1/2014,2, February ,2014
Government,United States of America, Velo , High ,$606.00 ,$120.00 ,$20.00 ,"$12,120.00 ",1696.8,"$10,423.20 ","$6,060.00 ",4363.2,4/1/2014,4, April ,2014
Small Business,United States of America, Velo , High ,"$2,460.00 ",$120.00 ,$300.00 ,"$738,000.00 ",103320,"$634,680.00 ","$615,000.00 ",19680,7/1/2014,7, July ,2014
Small Business,Canada, Velo , High ,$269.00 ,$120.00 ,$300.00 ,"$80,700.00 ",11298,"$69,402.00 ","$67,250.00 ",2152,10/1/2013,10, October ,2013
Small Business,Germany, Velo , High ,"$2,536.00 ",$120.00 ,$300.00 ,"$760,800.00 ",106512,"$654,288.00 ","$634,000.00 ",20288,11/1/2013,11, November ,2013
Government,Mexico, VTT , High ,"$2,903.00 ",$250.00 ,$7.00 ,"$20,321.00 ",2844.94,"$17,476.06 ","$14,515.00 ",2961.06,3/1/2014,3, March ,2014
Small Business,United States of America, VTT , High ,"$2,541.00 ",$250.00 ,$300.00 ,"$762,300.00 ",106722,"$655,578.00 ","$635,250.00 ",20328,8/1/2014,8, August ,2014
Small Business,Canada, VTT , High ,$269.00 ,$250.00 ,$300.00 ,"$80,700.00 ",11298,"$69,402.00 ","$67,250.00 ",2152,10/1/2013,10, October ,2013
Small Business,Canada, VTT , High ,"$1,496.00 ",$250.00 ,$300.00 ,"$448,800.00 ",62832,"$385,968.00 ","$374,000.00 ",11968,10/1/2014,10, October ,2014
Small Business,United States of America, VTT , High ,"$1,010.00 ",$250.00 ,$300.00 ,"$303,000.00 ",42420,"$260,580.00 ","$252,500.00 ",8080,10/1/2014,10, October ,2014
Government,France, VTT , High ,"$1,281.00 ",$250.00 ,$350.00 ,"$448,350.00 ",62769,"$385,581.00 ","$333,060.00 ",52521,12/1/2013,12, December ,2013
Small Business,Canada, Amarilla , High ,$888.00 ,$260.00 ,$300.00 ,"$266,400.00 ",37296,"$229,104.00 ","$222,000.00 ",7104,3/1/2014,3, March ,2014
Enterprise,United States of America, Amarilla , High ,"$2,844.00 ",$260.00 ,$125.00 ,"$355,500.00 ",49770,"$305,730.00 ","$341,280.00 ",-35550,5/1/2014,5, May ,2014
Channel Partners,France, Amarilla , High ,"$2,475.00 ",$260.00 ,$12.00 ,"$29,700.00 ",4158,"$25,542.00 ","$7,425.00 ",18117,8/1/2014,8, August ,2014
Midmarket,Canada, Amarilla , High ,"$1,743.00 ",$260.00 ,$15.00 ,"$26,145.00 ",3660.3,"$22,484.70 ","$17,430.00 ",5054.7,10/1/2013,10, October ,2013
Channel Partners,United States of America, Amarilla , High ,"$2,914.00 ",$260.00 ,$12.00 ,"$34,968.00 ",4895.52,"$30,072.48 ","$8,742.00 ",21330.48,10/1/2014,10, October ,2014
Government,France, Amarilla , High ,"$1,731.00 ",$260.00 ,$7.00 ,"$12,117.00 ",1696.38,"$10,420.62 ","$8,655.00 ",1765.62,10/1/2014,10, October ,2014
Government,Mexico, Amarilla , High ,"$1,727.00 ",$260.00 ,$7.00 ,"$12,089.00 ",1692.46,"$10,396.54 ","$8,635.00 ",1761.54,10/1/2013,10, October ,2013
Midmarket,Mexico, Amarilla , High ,"$1,870.00 ",$260.00 ,$15.00 ,"$28,050.00 ",3927,"$24,123.00 ","$18,700.00 ",5423,11/1/2013,11, November ,2013
Enterprise,France, Carretera , High ,"$1,174.00 ",$3.00 ,$125.00 ,"$146,750.00 ",22012.5,"$124,737.50 ","$140,880.00 ",-16142.5,8/1/2014,8, August ,2014
Enterprise,Germany, Carretera , High ,"$2,767.00 ",$3.00 ,$125.00 ,"$345,875.00 ",51881.25,"$293,993.75 ","$332,040.00 ",-38046.25,8/1/2014,8, August ,2014
Enterprise,Germany, Carretera , High ,"$1,085.00 ",$3.00 ,$125.00 ,"$135,625.00 ",20343.75,"$115,281.25 ","$130,200.00 ",-14918.75,10/1/2014,10, October ,2014
Small Business,Mexico, Montana , High ,$546.00 ,$5.00 ,$300.00 ,"$163,800.00 ",24570,"$139,230.00 ","$136,500.00 ",2730,10/1/2014,10, October ,2014
Government,Germany, Paseo , High ,"$1,158.00 ",$10.00 ,$20.00 ,"$23,160.00 ",3474,"$19,686.00 ","$11,580.00 ",8106,3/1/2014,3, March ,2014
Midmarket,Canada, Paseo , High ,"$1,614.00 ",$10.00 ,$15.00 ,"$24,210.00 ",3631.5,"$20,578.50 ","$16,140.00 ",4438.5,4/1/2014,4, April ,2014
Government,Mexico, Paseo , High ,"$2,535.00 ",$10.00 ,$7.00 ,"$17,745.00 ",2661.75,"$15,083.25 ","$12,675.00 ",2408.25,4/1/2014,4, April ,2014
Government,Mexico, Paseo , High ,"$2,851.00 ",$10.00 ,$350.00 ,"$997,850.00 ",149677.5,"$848,172.50 ","$741,260.00 ",106912.5,5/1/2014,5, May ,2014
Midmarket,Canada, Paseo , High ,"$2,559.00 ",$10.00 ,$15.00 ,"$38,385.00 ",5757.75,"$32,627.25 ","$25,590.00 ",7037.25,8/1/2014,8, August ,2014
Government,United States of America, Paseo , High ,$267.00 ,$10.00 ,$20.00 ,"$5,340.00 ",801,"$4,539.00 ","$2,670.00 ",1869,10/1/2013,10, October ,2013
Enterprise,Germany, Paseo , High ,"$1,085.00 ",$10.00 ,$125.00 ,"$135,625.00 ",20343.75,"$115,281.25 ","$130,200.00 ",-14918.75,10/1/2014,10, October ,2014
Midmarket,Germany, Paseo , High ,"$1,175.00 ",$10.00 ,$15.00 ,"$17,625.00 ",2643.75,"$14,981.25 ","$11,750.00 ",3231.25,10/1/2014,10, October ,2014
Government,United States of America, Paseo , High ,"$2,007.00 ",$10.00 ,$350.00 ,"$702,450.00 ",105367.5,"$597,082.50 ","$521,820.00 ",75262.5,11/1/2013,11, November ,2013
Government,Mexico, Paseo , High ,"$2,151.00 ",$10.00 ,$350.00 ,"$752,850.00 ",112927.5,"$639,922.50 ","$559,260.00 ",80662.5,11/1/2013,11, November ,2013
Channel Partners,United States of America, Paseo , High ,$914.00 ,$10.00 ,$12.00 ,"$10,968.00 ",1645.2,"$9,322.80 ","$2,742.00 ",6580.8,12/1/2014,12, December ,2014
Government,France, Paseo , High ,$293.00 ,$10.00 ,$20.00 ,"$5,860.00 ",879,"$4,981.00 ","$2,930.00 ",2051,12/1/2014,12, December ,2014
Channel Partners,Mexico, Velo , High ,$500.00 ,$120.00 ,$12.00 ,"$6,000.00 ",900,"$5,100.00 ","$1,500.00 ",3600,3/1/2014,3, March ,2014
Midmarket,France, Velo , High ,"$2,826.00 ",$120.00 ,$15.00 ,"$42,390.00 ",6358.5,"$36,031.50 ","$28,260.00 ",7771.5,5/1/2014,5, May ,2014
Enterprise,France, Velo , High ,$663.00 ,$120.00 ,$125.00 ,"$82,875.00 ",12431.25,"$70,443.75 ","$79,560.00 ",-9116.25,9/1/2014,9, September ,2014
Small Business,United States of America, Velo , High ,"$2,574.00 ",$120.00 ,$300.00 ,"$772,200.00 ",115830,"$656,370.00 ","$643,500.00 ",12870,11/1/2013,11, November ,2013
Enterprise,United States of America, Velo , High ,"$2,438.00 ",$120.00 ,$125.00 ,"$304,750.00 ",45712.5,"$259,037.50 ","$292,560.00 ",-33522.5,12/1/2013,12, December ,2013
Channel Partners,United States of America, Velo , High ,$914.00 ,$120.00 ,$12.00 ,"$10,968.00 ",1645.2,"$9,322.80 ","$2,742.00 ",6580.8,12/1/2014,12, December ,2014
Government,Canada, VTT , High ,$865.50 ,$250.00 ,$20.00 ,"$17,310.00 ",2596.5,"$14,713.50 ","$8,655.00 ",6058.5,7/1/2014,7, July ,2014
Midmarket,Germany, VTT , High ,$492.00 ,$250.00 ,$15.00 ,"$7,380.00 ",1107,"$6,273.00 ","$4,920.00 ",1353,7/1/2014,7, July ,2014
Government,United States of America, VTT , High ,$267.00 ,$250.00 ,$20.00 ,"$5,340.00 ",801,"$4,539.00 ","$2,670.00 ",1869,10/1/2013,10, October ,2013
Midmarket,Germany, VTT , High ,"$1,175.00 ",$250.00 ,$15.00 ,"$17,625.00 ",2643.75,"$14,981.25 ","$11,750.00 ",3231.25,10/1/2014,10, October ,2014
Enterprise,Canada, VTT , High ,"$2,954.00 ",$250.00 ,$125.00 ,"$369,250.00 ",55387.5,"$313,862.50 ","$354,480.00 ",-40617.5,11/1/2013,11, November ,2013
Enterprise,Germany, VTT , High ,$552.00 ,$250.00 ,$125.00 ,"$69,000.00 ",10350,"$58,650.00 ","$66,240.00 ",-7590,11/1/2014,11, November ,2014
Government,France, VTT , High ,$293.00 ,$250.00 ,$20.00 ,"$5,860.00 ",879,"$4,981.00 ","$2,930.00 ",2051,12/1/2014,12, December ,2014
Small Business,France, Amarilla , High ,"$2,475.00 ",$260.00 ,$300.00 ,"$742,500.00 ",111375,"$631,125.00 ","$618,750.00 ",12375,3/1/2014,3, March ,2014
Small Business,Mexico, Amarilla , High ,$546.00 ,$260.00 ,$300.00 ,"$163,800.00 ",24570,"$139,230.00 ","$136,500.00 ",2730,10/1/2014,10, October ,2014
Government,Mexico, Montana , High ,"$1,368.00 ",$5.00 ,$7.00 ,"$9,576.00 ",1436.4,"$8,139.60 ","$6,840.00 ",1299.6,2/1/2014,2, February ,2014
Government,Canada, Paseo , High ,$723.00 ,$10.00 ,$7.00 ,"$5,061.00 ",759.15,"$4,301.85 ","$3,615.00 ",686.85,4/1/2014,4, April ,2014
Channel Partners,United States of America, VTT , High ,"$1,806.00 ",$250.00 ,$12.00 ,"$21,672.00 ",3250.8,"$18,421.20 ","$5,418.00 ",13003.2,5/1/2014,5, May ,2014
